formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C27H39N5O	[M + H]+	C27H40N5O+	Alkaloids	0.516	Pseudoalkaloids (transamidation)	0.052	Pyrrole alkaloids	0.038	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.747	Tertiary amines	0.503	Tertiary alkylarylamines	0.520	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.321	1126	18.765	857329428995594421	857316101899973727	857316101899973726	25232	
1	C24H36O5	[M + H3N + H]+	C24H40NO5+	Polyketides	0.667	Linear polyketides	0.102	Prostaglandins	0.050	Benzenoids	0.636							Benzenoids	0.636	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	422.290	1126	18.766	857329443977650307	857316101941916771	857316101941916770	25239	
1	C24H36O4	[M + H]+	C24H37O4+	Terpenoids	0.318	Sesquiterpenoids	0.175	Simple phenolic acids	0.030	Benzenoids	0.996	Benzene and substituted derivatives	0.982	Benzoic acids and derivatives	0.991	Benzoic acid esters	0.973	Benzoic acid esters	0.973	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	389.269	1126	18.767	857329445756035463	857316101858030683	857316101858030682	25225	
1	C18H34O	[M + H]+	C18H35O+	Fatty acids	0.999	Fatty acyls	0.997	Fatty alcohols	0.984	Lipids and lipid-like molecules	0.708	Fatty Acyls	0.792	Fatty alcohols	0.813	Long-chain fatty alcohols	0.792	Long-chain fatty alcohols	0.792	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.268	1129	18.809	857329460687757730	857316102025802859	857316102025802858	25281	
2	C19H38O3	[M - H2O + H]+	C19H37O2+	Fatty acids	1.000	Fatty acyls	0.610	Fatty alcohols	0.899	Lipids and lipid-like molecules	0.993	Fatty Acyls	0.992	Fatty alcohols	0.774	Long-chain fatty alcohols	0.709	Long-chain fatty alcohols	0.709	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	297.279	1135	18.917	857329444032176270	857316102071940207	857316102071940206	25429	
2	C25H49N5O	[M + H]+	C25H50N5O+	Alkaloids	0.563	Histidine alkaloids	0.151	Imidazole alkaloids	0.151	Organoheterocyclic compounds	0.987	Azoles	0.871					Azoles	0.871	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	436.400	1138	18.966	857329432250375020	857316102118077555	857316102118077554	25503	
1	C17H35NO	[M + H]+	C17H36NO+	Fatty acids	0.999	Fatty amides	0.998	Primary amides	0.984	Lipids and lipid-like molecules	0.842	Fatty Acyls	0.851	Fatty amides	0.872	N-acyl amines	0.607	N-acyl amines	0.607	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.279	1140	18.994	857329486851826092	857316102164214903	857316102164214902	25544	
1	C6H13N	[M + H]+	C6H14N+	Alkaloids	0.946	Ornithine alkaloids	0.352	Acetate-derived alkaloids	0.702	Organoheterocyclic compounds	0.687	Pyrrolidines	0.596	N-alkylpyrrolidines	0.506			N-alkylpyrrolidines	0.506	Organic compounds; Organoheterocyclic compounds; Pyrrolidines; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	100.112	1143	19.054	857329451934245266	857316102218740859	857316102214546554	25627	
2	C24H42O5	[M + C2H3N + H]+	C26H46NO5+	Polyketides	0.306	Sesquiterpenoids	0.089	Simple phenolic acids	0.028	Benzenoids	0.986	Benzene and substituted derivatives	0.963	Benzoic acids and derivatives	0.978	Benzoic acid esters	0.948	Benzoic acid esters	0.948	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	452.337	1145	19.089	857329962716586423	857316102264878207	857316102264878206	25698	
1	C24H38O5	[M - H2O + H]+	C24H37O4+	Terpenoids	0.353	Sesquiterpenoids	0.180	Simple phenolic acids	0.044	Benzenoids	0.996	Benzene and substituted derivatives	0.982	Benzoic acids and derivatives	0.991	Benzoic acid esters	0.967	Benzoic acid esters	0.967	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	389.269	1146	19.092	857329968181764574	857316102311015555	857316102306821250	25703	
1	C8H4O3	[M + H]+	C8H5O3+	Polyketides	0.817	Cyclic polyketides	0.863	Phthalide derivatives	0.732	Organoheterocyclic compounds	0.956	Benzofurans	0.923	Benzofuranones	0.963	Phthalic anhydrides	0.974	Phthalic anhydrides	0.974	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Benzofurans; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Phthalic anhydrides; Carboxylic acid anhydrides; Benzofuranones; Benzenoids; Isobenzofuranones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Isocoumarans; Organic oxygen compounds; Chemical entities	149.023	1146	19.103	857329972598367196	857316102348764295	857316102348764294	25723	
1	C24H36O5	[M + H]+	C24H37O5+	Terpenoids	0.506	Sesquiterpenoids	0.286	Phthalide derivatives	0.027	Benzenoids	0.927	Benzene and substituted derivatives	0.798	Benzoic acids and derivatives	0.885	Benzoic acid esters	0.803	Benzoic acid esters	0.803	Organic compounds; Lipids and lipid-like molecules; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	405.263	1146	19.103	857329978822714371	857316102386513035	857316102386513034	25756	
1	C26H43NO5	[M + H]+	C26H44NO5+	Fatty acids	0.284	Fatty amides	0.036	N-acyl amines	0.016	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.629	Amino acids and derivatives	0.628	Alpha amino acids and derivatives	0.558	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Acetals; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.321	1147	19.112	857329984631825476	857316102424261775	857316102424261774	25574	
1	C19H38O4	[M + H]+	C19H39O4+	Fatty acids	1.000	Glycerolipids	0.992	Monoacylglycerols	0.987	Lipids and lipid-like molecules	0.993	Glycerolipids	0.976	Monoradylglycerols	0.947	Monoacylglycerols	0.939	1-monoacylglycerols	0.729	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	331.284	1148	19.139	857329981704201229	857316102466204819	857316102466204818	25802	
4	C12H16N3O2	[M + H]+	C12H17N3O2+	Alkaloids	0.478	Small peptides	0.087	Dipeptides	0.034	Organoheterocyclic compounds	0.740	Azoles	0.635					Azoles	0.635	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.132	1148	19.140	857330005662065745	857316102592033943	857316102592033942	25806	
1	C28H49NO5	[M + H]+	C28H50NO5+	Fatty acids	0.187	Fatty amides	0.029	N-acyl amines	0.013	Organic acids and derivatives	0.968	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.714	Amino acids and derivatives	0.712	Amino acids and derivatives	0.712	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	480.368	1155	19.244	857330128316101220	857316102688502943	857316102688502942	25919	
1	C16H33NO	[M + H]+	C16H34NO+	Fatty acids	0.944	Spingolipids	0.522	Sphingoid bases	0.901	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.996	Alkanolamines	0.911	1,2-aminoalcohols	0.903	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	256.264	1157	19.289	857330124151157204	857316102726251683	857316102726251682	26018	
3	C25H47NO5	[M + Na]+	C25H47NNaO5+	Fatty acids	0.996	Fatty amides	0.699	Fatty acyl carnitines	0.208	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.545	Amino acids and derivatives	0.543	Amino acids and derivatives	0.543	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	464.337	1157	19.290	857330116437831961	857316102768194727	857316102768194726	26012	
1	C17H32N2O7	[M + H]+	C17H33N2O7+	Carbohydrates	0.549	Aminosugars and aminoglycosides	0.416	Tripeptides	0.081	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Alcohols and polyols	0.657	Secondary alcohols	0.641	Secondary alcohols	0.641	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	377.229	1157	19.291	857330138415986151	857316102805943467	857316102805943466	26013	
3	C20H26N6O2	[M + H]+	C20H27N6O2+	Alkaloids	0.642	Pseudoalkaloids (transamidation)	0.789	Purine alkaloids	0.862	Organoheterocyclic compounds	0.995	Imidazopyrimidines	0.823	Purines and purine derivatives	0.873	Xanthines	0.937	Xanthines	0.937	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Carboxylic acid derivatives; Diazines; 6-oxopurines; Imidazopyrimidines; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Tertiary amines; Benzylamines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.222	1158	19.300	857330132418130544	857316102843692207	857316102843692206	26024	
3	C24H45NO5	[M + Na]+	C24H45NNaO5+	Fatty acids	0.999	Fatty amides	0.933	N-acyl amines	0.391	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.832	Amino acids and derivatives	0.828	N-acyl-alpha amino acids and derivatives	0.739	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.321	1165	19.419	857330148863997444	857316103007270079	857316103007270078	26187	
1	C18H38O3	[M + H]+	C18H39O3+	Fatty acids	0.996	Glycerolipids	0.771	Fatty alcohols	0.388	Lipids and lipid-like molecules	0.520							Lipids and lipid-like molecules	0.520	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	303.289	1167	19.450	857330157248411148	857316103086961863	857316103086961862	26237	
